Category: All categories

Day,bitcoin: (Worldwide)
2018-03-01,79
2018-03-02,78
2018-03-03,73
2018-03-04,63
2018-03-05,74
2018-03-06,74
2018-03-07,83
2018-03-08,85
2018-03-09,98
2018-03-10,71
2018-03-11,67
2018-03-12,76
2018-03-13,71
2018-03-14,84
2018-03-15,100
2018-03-16,78
2018-03-17,67
2018-03-18,81
2018-03-19,79
2018-03-20,76
2018-03-21,77
2018-03-22,70
2018-03-23,67
2018-03-24,58
2018-03-25,57
2018-03-26,79
2018-03-27,72
2018-03-28,66
2018-03-29,79
2018-03-30,90
2018-03-31,62
