Category: All categories

Day,bitcoin: (Worldwide)
2022-10-01,81
2022-10-02,81
2022-10-03,96
2022-10-04,95
2022-10-05,91
2022-10-06,91
2022-10-07,89
2022-10-08,77
2022-10-09,79
2022-10-10,88
2022-10-11,93
2022-10-12,88
2022-10-13,100
2022-10-14,92
2022-10-15,78
2022-10-16,76
2022-10-17,83
2022-10-18,90
2022-10-19,85
2022-10-20,86
2022-10-21,84
2022-10-22,71
2022-10-23,73
2022-10-24,79
2022-10-25,88
2022-10-26,98
2022-10-27,88
2022-10-28,86
2022-10-29,83
2022-10-30,74
2022-10-31,93
