Category: All categories

Day,bitcoin: (Worldwide)
2016-12-01,63
2016-12-02,68
2016-12-03,60
2016-12-04,58
2016-12-05,63
2016-12-06,63
2016-12-07,64
2016-12-08,66
2016-12-09,63
2016-12-10,57
2016-12-11,59
2016-12-12,62
2016-12-13,63
2016-12-14,63
2016-12-15,61
2016-12-16,63
2016-12-17,61
2016-12-18,58
2016-12-19,63
2016-12-20,65
2016-12-21,74
2016-12-22,90
2016-12-23,98
2016-12-24,84
2016-12-25,82
2016-12-26,83
2016-12-27,93
2016-12-28,100
2016-12-29,94
2016-12-30,90
2016-12-31,76
