Category: All categories

Day,bitcoin: (Worldwide)
2021-06-01,71
2021-06-02,71
2021-06-03,70
2021-06-04,76
2021-06-05,64
2021-06-06,72
2021-06-07,71
2021-06-08,100
2021-06-09,85
2021-06-10,75
2021-06-11,64
2021-06-12,57
2021-06-13,58
2021-06-14,74
2021-06-15,63
2021-06-16,57
2021-06-17,52
2021-06-18,53
2021-06-19,48
2021-06-20,53
2021-06-21,80
2021-06-22,97
2021-06-23,72
2021-06-24,63
2021-06-25,61
2021-06-26,58
2021-06-27,55
2021-06-28,58
2021-06-29,59
2021-06-30,50
