Category: All categories

Day,bitcoin: (Worldwide)
2022-06-01,31
2022-06-02,31
2022-06-03,31
2022-06-04,26
2022-06-05,26
2022-06-06,30
2022-06-07,34
2022-06-08,30
2022-06-09,28
2022-06-10,29
2022-06-11,30
2022-06-12,37
2022-06-13,97
2022-06-14,100
2022-06-15,90
2022-06-16,74
2022-06-17,66
2022-06-18,97
2022-06-19,93
2022-06-20,73
2022-06-21,62
2022-06-22,58
2022-06-23,49
2022-06-24,46
2022-06-25,39
2022-06-26,39
2022-06-27,43
2022-06-28,42
2022-06-29,43
2022-06-30,51
