Category: All categories

Day,bitcoin: (Worldwide)
2021-11-01,70
2021-11-02,78
2021-11-03,73
2021-11-04,72
2021-11-05,68
2021-11-06,59
2021-11-07,61
2021-11-08,89
2021-11-09,100
2021-11-10,91
2021-11-11,75
2021-11-12,80
2021-11-13,69
2021-11-14,71
2021-11-15,75
2021-11-16,98
2021-11-17,85
2021-11-18,88
2021-11-19,88
2021-11-20,72
2021-11-21,67
2021-11-22,75
2021-11-23,84
2021-11-24,84
2021-11-25,72
2021-11-26,90
2021-11-27,69
2021-11-28,69
2021-11-29,73
2021-11-30,76
