Category: All categories

Day,bitcoin: (Worldwide)
2017-01-01,46
2017-01-02,70
2017-01-03,67
2017-01-04,74
2017-01-05,100
2017-01-06,80
2017-01-07,60
2017-01-08,62
2017-01-09,56
2017-01-10,54
2017-01-11,64
2017-01-12,59
2017-01-13,53
2017-01-14,49
2017-01-15,48
2017-01-16,44
2017-01-17,48
2017-01-18,46
2017-01-19,61
2017-01-20,44
2017-01-21,43
2017-01-22,43
2017-01-23,45
2017-01-24,44
2017-01-25,41
2017-01-26,41
2017-01-27,42
2017-01-28,40
2017-01-29,40
2017-01-30,41
2017-01-31,42
