Category: All categories

Day,bitcoin: (Worldwide)
2019-05-01,33
2019-05-02,36
2019-05-03,46
2019-05-04,39
2019-05-05,38
2019-05-06,39
2019-05-07,47
2019-05-08,51
2019-05-09,52
2019-05-10,60
2019-05-11,71
2019-05-12,76
2019-05-13,86
2019-05-14,100
2019-05-15,85
2019-05-16,78
2019-05-17,79
2019-05-18,56
2019-05-19,63
2019-05-20,67
2019-05-21,62
2019-05-22,60
2019-05-23,54
2019-05-24,53
2019-05-25,49
2019-05-26,52
2019-05-27,74
2019-05-28,66
2019-05-29,65
2019-05-30,64
2019-05-31,60
