Category: All categories

Day,bitcoin: (Worldwide)
2022-09-01,84
2022-09-02,78
2022-09-03,68
2022-09-04,68
2022-09-05,76
2022-09-06,85
2022-09-07,94
2022-09-08,81
2022-09-09,85
2022-09-10,77
2022-09-11,70
2022-09-12,85
2022-09-13,90
2022-09-14,91
2022-09-15,82
2022-09-16,82
2022-09-17,70
2022-09-18,67
2022-09-19,100
2022-09-20,87
2022-09-21,94
2022-09-22,87
2022-09-23,84
2022-09-24,72
2022-09-25,76
2022-09-26,84
2022-09-27,85
2022-09-28,81
2022-09-29,77
2022-09-30,75
