Category: All categories

Day,bitcoin: (Worldwide)
2021-09-01,50
2021-09-02,55
2021-09-03,55
2021-09-04,48
2021-09-05,50
2021-09-06,60
2021-09-07,100
2021-09-08,90
2021-09-09,66
2021-09-10,59
2021-09-11,52
2021-09-12,50
2021-09-13,57
2021-09-14,51
2021-09-15,53
2021-09-16,53
2021-09-17,50
2021-09-18,45
2021-09-19,41
2021-09-20,66
2021-09-21,68
2021-09-22,61
2021-09-23,58
2021-09-24,80
2021-09-25,59
2021-09-26,51
2021-09-27,50
2021-09-28,50
2021-09-29,49
2021-09-30,49
