Category: All categories

Day,bitcoin: (Worldwide)
2020-12-01,52
2020-12-02,41
2020-12-03,39
2020-12-04,38
2020-12-05,34
2020-12-06,32
2020-12-07,36
2020-12-08,33
2020-12-09,37
2020-12-10,32
2020-12-11,33
2020-12-12,29
2020-12-13,31
2020-12-14,31
2020-12-15,33
2020-12-16,59
2020-12-17,100
2020-12-18,66
2020-12-19,56
2020-12-20,55
2020-12-21,61
2020-12-22,54
2020-12-23,52
2020-12-24,43
2020-12-25,50
2020-12-26,74
2020-12-27,96
2020-12-28,78
2020-12-29,65
2020-12-30,77
2020-12-31,75
