Category: All categories

Day,bitcoin: (Worldwide)
2017-10-01,39
2017-10-02,45
2017-10-03,40
2017-10-04,42
2017-10-05,41
2017-10-06,39
2017-10-07,37
2017-10-08,40
2017-10-09,47
2017-10-10,51
2017-10-11,49
2017-10-12,84
2017-10-13,100
2017-10-14,68
2017-10-15,64
2017-10-16,64
2017-10-17,61
2017-10-18,62
2017-10-19,60
2017-10-20,72
2017-10-21,81
2017-10-22,67
2017-10-23,75
2017-10-24,80
2017-10-25,81
2017-10-26,69
2017-10-27,61
2017-10-28,53
2017-10-29,56
2017-10-30,70
2017-10-31,79
