Category: All categories

Day,bitcoin: (Worldwide)
2018-12-01,65
2018-12-02,56
2018-12-03,73
2018-12-04,74
2018-12-05,66
2018-12-06,77
2018-12-07,100
2018-12-08,75
2018-12-09,67
2018-12-10,71
2018-12-11,71
2018-12-12,69
2018-12-13,69
2018-12-14,74
2018-12-15,65
2018-12-16,61
2018-12-17,74
2018-12-18,76
2018-12-19,82
2018-12-20,86
2018-12-21,74
2018-12-22,60
2018-12-23,61
2018-12-24,71
2018-12-25,66
2018-12-26,62
2018-12-27,64
2018-12-28,66
2018-12-29,57
2018-12-30,52
2018-12-31,54
