Category: All categories

Day,bitcoin: (Worldwide)
2015-01-01,47
2015-01-02,48
2015-01-03,55
2015-01-04,68
2015-01-05,64
2015-01-06,71
2015-01-07,58
2015-01-08,57
2015-01-09,53
2015-01-10,53
2015-01-11,50
2015-01-12,46
2015-01-13,64
2015-01-14,100
2015-01-15,81
2015-01-16,68
2015-01-17,59
2015-01-18,56
2015-01-19,52
2015-01-20,55
2015-01-21,59
2015-01-22,56
2015-01-23,55
2015-01-24,52
2015-01-25,55
2015-01-26,78
2015-01-27,62
2015-01-28,58
2015-01-29,57
2015-01-30,51
2015-01-31,49
