Category: All categories

Day,bitcoin: (Worldwide)
2020-02-01,68
2020-02-02,70
2020-02-03,67
2020-02-04,73
2020-02-05,78
2020-02-06,81
2020-02-07,77
2020-02-08,77
2020-02-09,98
2020-02-10,87
2020-02-11,88
2020-02-12,100
2020-02-13,87
2020-02-14,76
2020-02-15,80
2020-02-16,76
2020-02-17,79
2020-02-18,78
2020-02-19,80
2020-02-20,82
2020-02-21,72
2020-02-22,64
2020-02-23,69
2020-02-24,79
2020-02-25,75
2020-02-26,87
2020-02-27,83
2020-02-28,84
2020-02-29,70
