Category: All categories

Day,bitcoin: (Worldwide)
2015-11-01,46
2015-11-02,56
2015-11-03,71
2015-11-04,100
2015-11-05,85
2015-11-06,65
2015-11-07,53
2015-11-08,50
2015-11-09,55
2015-11-10,53
2015-11-11,52
2015-11-12,47
2015-11-13,43
2015-11-14,39
2015-11-15,40
2015-11-16,41
2015-11-17,43
2015-11-18,42
2015-11-19,42
2015-11-20,43
2015-11-21,43
2015-11-22,39
2015-11-23,41
2015-11-24,41
2015-11-25,38
2015-11-26,43
2015-11-27,39
2015-11-28,36
2015-11-29,40
2015-11-30,44
