Category: All categories

Day,bitcoin: (Italy)
2017-11-01,41
2017-11-02,42
2017-11-03,41
2017-11-04,30
2017-11-05,34
2017-11-06,31
2017-11-07,34
2017-11-08,39
2017-11-09,34
2017-11-10,38
2017-11-11,38
2017-11-12,47
2017-11-13,35
2017-11-14,33
2017-11-15,29
2017-11-16,33
2017-11-17,33
2017-11-18,30
2017-11-19,27
2017-11-20,32
2017-11-21,34
2017-11-22,29
2017-11-23,27
2017-11-24,27
2017-11-25,28
2017-11-26,35
2017-11-27,44
2017-11-28,52
2017-11-29,100
2017-11-30,83
