Category: All categories

Day,bitcoin: (Italy)
2019-05-01,57
2019-05-02,51
2019-05-03,62
2019-05-04,49
2019-05-05,49
2019-05-06,55
2019-05-07,59
2019-05-08,61
2019-05-09,62
2019-05-10,59
2019-05-11,71
2019-05-12,81
2019-05-13,71
2019-05-14,100
2019-05-15,89
2019-05-16,72
2019-05-17,81
2019-05-18,60
2019-05-19,59
2019-05-20,70
2019-05-21,58
2019-05-22,55
2019-05-23,53
2019-05-24,61
2019-05-25,49
2019-05-26,40
2019-05-27,70
2019-05-28,59
2019-05-29,57
2019-05-30,70
2019-05-31,52
