Category: All categories

Day,bitcoin: (Italy)
2018-02-01,60
2018-02-02,82
2018-02-03,53
2018-02-04,45
2018-02-05,72
2018-02-06,83
2018-02-07,67
2018-02-08,51
2018-02-09,49
2018-02-10,42
2018-02-11,33
2018-02-12,41
2018-02-13,38
2018-02-14,100
2018-02-15,89
2018-02-16,55
2018-02-17,56
2018-02-18,43
2018-02-19,42
2018-02-20,42
2018-02-21,46
2018-02-22,44
2018-02-23,39
2018-02-24,34
2018-02-25,28
2018-02-26,31
2018-02-27,34
2018-02-28,28
