Category: All categories

Day,bitcoin: (Italy)
2016-09-01,38
2016-09-02,38
2016-09-03,100
2016-09-04,82
2016-09-05,59
2016-09-06,61
2016-09-07,82
2016-09-08,70
2016-09-09,66
2016-09-10,56
2016-09-11,67
2016-09-12,68
2016-09-13,85
2016-09-14,61
2016-09-15,74
2016-09-16,62
2016-09-17,69
2016-09-18,63
2016-09-19,56
2016-09-20,49
2016-09-21,63
2016-09-22,59
2016-09-23,52
2016-09-24,55
2016-09-25,36
2016-09-26,62
2016-09-27,72
2016-09-28,29
2016-09-29,48
2016-09-30,47
