Category: All categories

Day,bitcoin: (Italy)
2016-06-01,52
2016-06-02,51
2016-06-03,48
2016-06-04,65
2016-06-05,30
2016-06-06,50
2016-06-07,46
2016-06-08,42
2016-06-09,33
2016-06-10,42
2016-06-11,63
2016-06-12,67
2016-06-13,64
2016-06-14,45
2016-06-15,68
2016-06-16,51
2016-06-17,59
2016-06-18,68
2016-06-19,58
2016-06-20,41
2016-06-21,50
2016-06-22,43
2016-06-23,34
2016-06-24,100
2016-06-25,91
2016-06-26,65
2016-06-27,55
2016-06-28,50
2016-06-29,42
2016-06-30,62
