Category: All categories

Day,bitcoin: (Italy)
2019-03-01,70
2019-03-02,56
2019-03-03,36
2019-03-04,65
2019-03-05,79
2019-03-06,70
2019-03-07,74
2019-03-08,68
2019-03-09,66
2019-03-10,63
2019-03-11,66
2019-03-12,66
2019-03-13,79
2019-03-14,68
2019-03-15,82
2019-03-16,74
2019-03-17,59
2019-03-18,65
2019-03-19,82
2019-03-20,77
2019-03-21,82
2019-03-22,73
2019-03-23,60
2019-03-24,61
2019-03-25,74
2019-03-26,72
2019-03-27,81
2019-03-28,100
2019-03-29,80
2019-03-30,48
2019-03-31,60
