Category: All categories

Day,bitcoin: (Worldwide)
2016-01-01,57
2016-01-02,63
2016-01-03,65
2016-01-04,66
2016-01-05,73
2016-01-06,68
2016-01-07,82
2016-01-08,81
2016-01-09,71
2016-01-10,65
2016-01-11,71
2016-01-12,65
2016-01-13,71
2016-01-14,68
2016-01-15,100
2016-01-16,97
2016-01-17,84
2016-01-18,81
2016-01-19,84
2016-01-20,85
2016-01-21,82
2016-01-22,78
2016-01-23,73
2016-01-24,66
2016-01-25,67
2016-01-26,73
2016-01-27,66
2016-01-28,69
2016-01-29,66
2016-01-30,60
2016-01-31,63
