Category: All categories

Day,bitcoin: (Worldwide)
2019-02-01,72
2019-02-02,61
2019-02-03,61
2019-02-04,77
2019-02-05,91
2019-02-06,91
2019-02-07,83
2019-02-08,90
2019-02-09,73
2019-02-10,69
2019-02-11,80
2019-02-12,81
2019-02-13,74
2019-02-14,72
2019-02-15,69
2019-02-16,61
2019-02-17,59
2019-02-18,94
2019-02-19,99
2019-02-20,97
2019-02-21,85
2019-02-22,82
2019-02-23,82
2019-02-24,100
2019-02-25,90
2019-02-26,80
2019-02-27,77
2019-02-28,73
