Category: All categories

Day,bitcoin: (Italy)
2018-06-01,94
2018-06-02,71
2018-06-03,66
2018-06-04,77
2018-06-05,75
2018-06-06,63
2018-06-07,62
2018-06-08,56
2018-06-09,75
2018-06-10,75
2018-06-11,100
2018-06-12,93
2018-06-13,98
2018-06-14,78
2018-06-15,84
2018-06-16,71
2018-06-17,67
2018-06-18,80
2018-06-19,84
2018-06-20,77
2018-06-21,62
2018-06-22,68
2018-06-23,72
2018-06-24,77
2018-06-25,83
2018-06-26,82
2018-06-27,79
2018-06-28,82
2018-06-29,88
2018-06-30,72
