Category: All categories

Day,bitcoin: (Worldwide)
2018-09-01,73
2018-09-02,70
2018-09-03,74
2018-09-04,78
2018-09-05,93
2018-09-06,100
2018-09-07,85
2018-09-08,67
2018-09-09,65
2018-09-10,72
2018-09-11,77
2018-09-12,80
2018-09-13,82
2018-09-14,73
2018-09-15,58
2018-09-16,57
2018-09-17,67
2018-09-18,67
2018-09-19,68
2018-09-20,68
2018-09-21,75
2018-09-22,64
2018-09-23,59
2018-09-24,67
2018-09-25,66
2018-09-26,65
2018-09-27,66
2018-09-28,66
2018-09-29,53
2018-09-30,53
