Category: All categories

Day,bitcoin: (Worldwide)
2019-03-01,86
2019-03-02,76
2019-03-03,92
2019-03-04,92
2019-03-05,97
2019-03-06,100
2019-03-07,96
2019-03-08,88
2019-03-09,86
2019-03-10,79
2019-03-11,88
2019-03-12,90
2019-03-13,82
2019-03-14,83
2019-03-15,79
2019-03-16,88
2019-03-17,81
2019-03-18,92
2019-03-19,98
2019-03-20,99
2019-03-21,94
2019-03-22,92
2019-03-23,80
2019-03-24,72
2019-03-25,87
2019-03-26,83
2019-03-27,99
2019-03-28,100
2019-03-29,89
2019-03-30,80
2019-03-31,77
