Category: All categories

Day,bitcoin: (Worldwide)
2022-01-01,37
2022-01-02,37
2022-01-03,40
2022-01-04,67
2022-01-05,37
2022-01-06,51
2022-01-07,64
2022-01-08,56
2022-01-09,50
2022-01-10,54
2022-01-11,52
2022-01-12,47
2022-01-13,38
2022-01-14,34
2022-01-15,37
2022-01-16,53
2022-01-17,34
2022-01-18,36
2022-01-19,36
2022-01-20,36
2022-01-21,76
2022-01-22,100
2022-01-23,71
2022-01-24,77
2022-01-25,59
2022-01-26,57
2022-01-27,52
2022-01-28,55
2022-01-29,48
2022-01-30,47
2022-01-31,48
