Category: All categories

Day,bitcoin: (Italy)
2016-04-01,93
2016-04-02,88
2016-04-03,48
2016-04-04,80
2016-04-05,67
2016-04-06,100
2016-04-07,74
2016-04-08,85
2016-04-09,82
2016-04-10,78
2016-04-11,86
2016-04-12,55
2016-04-13,61
2016-04-14,34
2016-04-15,54
2016-04-16,60
2016-04-17,79
2016-04-18,68
2016-04-19,82
2016-04-20,28
2016-04-21,64
2016-04-22,63
2016-04-23,75
2016-04-24,79
2016-04-25,89
2016-04-26,43
2016-04-27,68
2016-04-28,72
2016-04-29,63
2016-04-30,55
