Category: All categories

Day,bitcoin: (Italy)
2015-01-01,37
2015-01-02,60
2015-01-03,75
2015-01-04,83
2015-01-05,52
2015-01-06,51
2015-01-07,45
2015-01-08,80
2015-01-09,37
2015-01-10,71
2015-01-11,62
2015-01-12,50
2015-01-13,70
2015-01-14,100
2015-01-15,50
2015-01-16,56
2015-01-17,87
2015-01-18,41
2015-01-19,52
2015-01-20,44
2015-01-21,85
2015-01-22,60
2015-01-23,55
2015-01-24,92
2015-01-25,43
2015-01-26,67
2015-01-27,73
2015-01-28,54
2015-01-29,57
2015-01-30,77
2015-01-31,83
