Category: All categories

Day,bitcoin: (Italy)
2019-08-01,59
2019-08-02,69
2019-08-03,59
2019-08-04,62
2019-08-05,90
2019-08-06,100
2019-08-07,86
2019-08-08,74
2019-08-09,76
2019-08-10,62
2019-08-11,56
2019-08-12,72
2019-08-13,78
2019-08-14,71
2019-08-15,81
2019-08-16,59
2019-08-17,62
2019-08-18,50
2019-08-19,74
2019-08-20,66
2019-08-21,79
2019-08-22,69
2019-08-23,65
2019-08-24,50
2019-08-25,47
2019-08-26,64
2019-08-27,77
2019-08-28,79
2019-08-29,85
2019-08-30,81
2019-08-31,41
