Category: All categories

Day,bitcoin: (Italy)
2016-03-01,88
2016-03-02,77
2016-03-03,75
2016-03-04,61
2016-03-05,89
2016-03-06,74
2016-03-07,69
2016-03-08,57
2016-03-09,97
2016-03-10,100
2016-03-11,56
2016-03-12,80
2016-03-13,58
2016-03-14,48
2016-03-15,45
2016-03-16,65
2016-03-17,44
2016-03-18,71
2016-03-19,13
2016-03-20,55
2016-03-21,60
2016-03-22,87
2016-03-23,68
2016-03-24,49
2016-03-25,50
2016-03-26,28
2016-03-27,66
2016-03-28,81
2016-03-29,93
2016-03-30,53
2016-03-31,86
