Category: All categories

Day,bitcoin: (Worldwide)
2021-01-01,38
2021-01-02,68
2021-01-03,79
2021-01-04,64
2021-01-05,55
2021-01-06,60
2021-01-07,88
2021-01-08,88
2021-01-09,68
2021-01-10,69
2021-01-11,100
2021-01-12,74
2021-01-13,63
2021-01-14,67
2021-01-15,58
2021-01-16,49
2021-01-17,44
2021-01-18,40
2021-01-19,42
2021-01-20,40
2021-01-21,48
2021-01-22,52
2021-01-23,39
2021-01-24,34
2021-01-25,37
2021-01-26,35
2021-01-27,38
2021-01-28,37
2021-01-29,61
2021-01-30,44
2021-01-31,37
