Category: All categories

Day,bitcoin: (Italy)
2015-09-01,96
2015-09-02,62
2015-09-03,47
2015-09-04,80
2015-09-05,83
2015-09-06,44
2015-09-07,42
2015-09-08,37
2015-09-09,50
2015-09-10,53
2015-09-11,51
2015-09-12,70
2015-09-13,41
2015-09-14,57
2015-09-15,59
2015-09-16,42
2015-09-17,64
2015-09-18,81
2015-09-19,74
2015-09-20,29
2015-09-21,67
2015-09-22,76
2015-09-23,46
2015-09-24,37
2015-09-25,54
2015-09-26,44
2015-09-27,41
2015-09-28,65
2015-09-29,100
2015-09-30,64
