Category: All categories

Day,bitcoin: (Worldwide)
2022-08-01,91
2022-08-02,88
2022-08-03,87
2022-08-04,86
2022-08-05,84
2022-08-06,70
2022-08-07,67
2022-08-08,85
2022-08-09,83
2022-08-10,82
2022-08-11,88
2022-08-12,80
2022-08-13,73
2022-08-14,79
2022-08-15,83
2022-08-16,73
2022-08-17,78
2022-08-18,72
2022-08-19,100
2022-08-20,81
2022-08-21,77
2022-08-22,81
2022-08-23,77
2022-08-24,73
2022-08-25,71
2022-08-26,77
2022-08-27,80
2022-08-28,71
2022-08-29,95
2022-08-30,84
2022-08-31,77
