Category: All categories

Day,bitcoin: (Italy)
2017-01-01,40
2017-01-02,71
2017-01-03,76
2017-01-04,95
2017-01-05,100
2017-01-06,62
2017-01-07,97
2017-01-08,56
2017-01-09,56
2017-01-10,50
2017-01-11,58
2017-01-12,61
2017-01-13,51
2017-01-14,63
2017-01-15,62
2017-01-16,52
2017-01-17,60
2017-01-18,51
2017-01-19,54
2017-01-20,55
2017-01-21,37
2017-01-22,33
2017-01-23,61
2017-01-24,43
2017-01-25,40
2017-01-26,50
2017-01-27,48
2017-01-28,55
2017-01-29,41
2017-01-30,44
2017-01-31,48
