Category: All categories

Day,bitcoin: (Italy)
2017-06-01,61
2017-06-02,66
2017-06-03,63
2017-06-04,53
2017-06-05,59
2017-06-06,98
2017-06-07,85
2017-06-08,64
2017-06-09,62
2017-06-10,76
2017-06-11,70
2017-06-12,73
2017-06-13,65
2017-06-14,57
2017-06-15,80
2017-06-16,62
2017-06-17,79
2017-06-18,57
2017-06-19,54
2017-06-20,45
2017-06-21,60
2017-06-22,61
2017-06-23,61
2017-06-24,48
2017-06-25,57
2017-06-26,62
2017-06-27,91
2017-06-28,100
2017-06-29,60
2017-06-30,56
