Category: All categories

Day,bitcoin: (Worldwide)
2017-02-01,75
2017-02-02,75
2017-02-03,81
2017-02-04,74
2017-02-05,70
2017-02-06,74
2017-02-07,72
2017-02-08,77
2017-02-09,84
2017-02-10,81
2017-02-11,79
2017-02-12,68
2017-02-13,69
2017-02-14,68
2017-02-15,66
2017-02-16,74
2017-02-17,74
2017-02-18,73
2017-02-19,65
2017-02-20,71
2017-02-21,83
2017-02-22,78
2017-02-23,86
2017-02-24,100
2017-02-25,86
2017-02-26,81
2017-02-27,78
2017-02-28,81
