Category: All categories

Day,bitcoin: (Italy)
2020-09-01,83
2020-09-02,72
2020-09-03,90
2020-09-04,100
2020-09-05,95
2020-09-06,86
2020-09-07,81
2020-09-08,75
2020-09-09,64
2020-09-10,77
2020-09-11,71
2020-09-12,68
2020-09-13,66
2020-09-14,72
2020-09-15,73
2020-09-16,79
2020-09-17,64
2020-09-18,71
2020-09-19,52
2020-09-20,62
2020-09-21,59
2020-09-22,62
2020-09-23,69
2020-09-24,66
2020-09-25,68
2020-09-26,54
2020-09-27,54
2020-09-28,58
2020-09-29,62
2020-09-30,58
