Category: All categories

Day,bitcoin: (Italy)
2019-04-01,58
2019-04-02,96
2019-04-03,100
2019-04-04,90
2019-04-05,76
2019-04-06,63
2019-04-07,62
2019-04-08,64
2019-04-09,64
2019-04-10,65
2019-04-11,62
2019-04-12,55
2019-04-13,41
2019-04-14,41
2019-04-15,61
2019-04-16,58
2019-04-17,74
2019-04-18,67
2019-04-19,51
2019-04-20,45
2019-04-21,42
2019-04-22,53
2019-04-23,70
2019-04-24,67
2019-04-25,72
2019-04-26,61
2019-04-27,44
2019-04-28,49
2019-04-29,51
2019-04-30,60
