Category: All categories

Day,bitcoin: (Italy)
2015-04-01,65
2015-04-02,53
2015-04-03,61
2015-04-04,53
2015-04-05,70
2015-04-06,48
2015-04-07,49
2015-04-08,69
2015-04-09,84
2015-04-10,27
2015-04-11,77
2015-04-12,50
2015-04-13,74
2015-04-14,53
2015-04-15,62
2015-04-16,76
2015-04-17,49
2015-04-18,100
2015-04-19,33
2015-04-20,57
2015-04-21,59
2015-04-22,42
2015-04-23,36
2015-04-24,58
2015-04-25,65
2015-04-26,68
2015-04-27,61
2015-04-28,59
2015-04-29,42
2015-04-30,69
