Category: All categories

Day,bitcoin: (Italy)
2018-03-01,43
2018-03-02,47
2018-03-03,32
2018-03-04,34
2018-03-05,31
2018-03-06,41
2018-03-07,40
2018-03-08,42
2018-03-09,47
2018-03-10,36
2018-03-11,34
2018-03-12,42
2018-03-13,40
2018-03-14,41
2018-03-15,47
2018-03-16,45
2018-03-17,37
2018-03-18,38
2018-03-19,43
2018-03-20,42
2018-03-21,40
2018-03-22,37
2018-03-23,38
2018-03-24,29
2018-03-25,100
2018-03-26,80
2018-03-27,57
2018-03-28,45
2018-03-29,58
2018-03-30,51
2018-03-31,40
