Category: All categories

Day,bitcoin: (Italy)
2018-12-01,100
2018-12-02,55
2018-12-03,61
2018-12-04,57
2018-12-05,54
2018-12-06,67
2018-12-07,76
2018-12-08,57
2018-12-09,57
2018-12-10,59
2018-12-11,50
2018-12-12,43
2018-12-13,45
2018-12-14,53
2018-12-15,51
2018-12-16,40
2018-12-17,50
2018-12-18,38
2018-12-19,58
2018-12-20,65
2018-12-21,59
2018-12-22,47
2018-12-23,54
2018-12-24,49
2018-12-25,42
2018-12-26,58
2018-12-27,52
2018-12-28,50
2018-12-29,65
2018-12-30,48
2018-12-31,45
