Category: All categories

Day,bitcoin: (Italy)
2017-07-01,36
2017-07-02,47
2017-07-03,50
2017-07-04,45
2017-07-05,56
2017-07-06,58
2017-07-07,50
2017-07-08,50
2017-07-09,49
2017-07-10,52
2017-07-11,61
2017-07-12,52
2017-07-13,49
2017-07-14,50
2017-07-15,68
2017-07-16,63
2017-07-17,51
2017-07-18,46
2017-07-19,42
2017-07-20,52
2017-07-21,50
2017-07-22,45
2017-07-23,51
2017-07-24,44
2017-07-25,53
2017-07-26,43
2017-07-27,52
2017-07-28,100
2017-07-29,86
2017-07-30,53
2017-07-31,65
