Category: All categories

Day,bitcoin: (Italy)
2015-06-01,71
2015-06-02,51
2015-06-03,52
2015-06-04,21
2015-06-05,59
2015-06-06,59
2015-06-07,45
2015-06-08,44
2015-06-09,30
2015-06-10,34
2015-06-11,23
2015-06-12,21
2015-06-13,50
2015-06-14,100
2015-06-15,66
2015-06-16,55
2015-06-17,35
2015-06-18,46
2015-06-19,36
2015-06-20,48
2015-06-21,48
2015-06-22,42
2015-06-23,23
2015-06-24,38
2015-06-25,52
2015-06-26,50
2015-06-27,41
2015-06-28,42
2015-06-29,49
2015-06-30,92
