Category: All categories

Day,bitcoin: (Worldwide)
2019-06-01,30
2019-06-02,31
2019-06-03,31
2019-06-04,37
2019-06-05,31
2019-06-06,31
2019-06-07,30
2019-06-08,27
2019-06-09,24
2019-06-10,28
2019-06-11,29
2019-06-12,27
2019-06-13,28
2019-06-14,30
2019-06-15,29
2019-06-16,37
2019-06-17,38
2019-06-18,39
2019-06-19,35
2019-06-20,36
2019-06-21,44
2019-06-22,69
2019-06-23,50
2019-06-24,51
2019-06-25,56
2019-06-26,100
2019-06-27,85
2019-06-28,64
2019-06-29,46
2019-06-30,41
