Category: All categories

Day,bitcoin: (Worldwide)
2018-07-01,61
2018-07-02,73
2018-07-03,70
2018-07-04,69
2018-07-05,67
2018-07-06,62
2018-07-07,46
2018-07-08,58
2018-07-09,62
2018-07-10,64
2018-07-11,62
2018-07-12,65
2018-07-13,63
2018-07-14,50
2018-07-15,51
2018-07-16,66
2018-07-17,85
2018-07-18,91
2018-07-19,78
2018-07-20,74
2018-07-21,61
2018-07-22,65
2018-07-23,77
2018-07-24,100
2018-07-25,98
2018-07-26,84
2018-07-27,79
2018-07-28,66
2018-07-29,66
2018-07-30,71
2018-07-31,75
