Category: All categories

Day,bitcoin: (Italy)
2017-03-01,78
2017-03-02,63
2017-03-03,73
2017-03-04,96
2017-03-05,88
2017-03-06,68
2017-03-07,86
2017-03-08,92
2017-03-09,74
2017-03-10,88
2017-03-11,100
2017-03-12,20
2017-03-13,62
2017-03-14,63
2017-03-15,63
2017-03-16,70
2017-03-17,80
2017-03-18,90
2017-03-19,90
2017-03-20,73
2017-03-21,83
2017-03-22,61
2017-03-23,67
2017-03-24,52
2017-03-25,62
2017-03-26,75
2017-03-27,72
2017-03-28,54
2017-03-29,37
2017-03-30,61
2017-03-31,52
