Category: All categories

Day,bitcoin: (Italy)
2019-09-01,54
2019-09-02,89
2019-09-03,98
2019-09-04,98
2019-09-05,83
2019-09-06,84
2019-09-07,59
2019-09-08,60
2019-09-09,67
2019-09-10,57
2019-09-11,73
2019-09-12,72
2019-09-13,64
2019-09-14,52
2019-09-15,53
2019-09-16,58
2019-09-17,55
2019-09-18,55
2019-09-19,67
2019-09-20,61
2019-09-21,45
2019-09-22,49
2019-09-23,65
2019-09-24,82
2019-09-25,100
2019-09-26,92
2019-09-27,83
2019-09-28,55
2019-09-29,48
2019-09-30,81
