Category: All categories

Day,bitcoin: (Italy)
2018-07-01,52
2018-07-02,54
2018-07-03,47
2018-07-04,58
2018-07-05,50
2018-07-06,35
2018-07-07,47
2018-07-08,57
2018-07-09,52
2018-07-10,50
2018-07-11,54
2018-07-12,45
2018-07-13,57
2018-07-14,47
2018-07-15,39
2018-07-16,53
2018-07-17,70
2018-07-18,63
2018-07-19,52
2018-07-20,69
2018-07-21,51
2018-07-22,46
2018-07-23,61
2018-07-24,100
2018-07-25,91
2018-07-26,73
2018-07-27,71
2018-07-28,59
2018-07-29,58
2018-07-30,53
2018-07-31,70
