Category: All categories

Day,bitcoin: (Italy)
2018-05-01,67
2018-05-02,79
2018-05-03,82
2018-05-04,91
2018-05-05,81
2018-05-06,62
2018-05-07,65
2018-05-08,82
2018-05-09,71
2018-05-10,72
2018-05-11,79
2018-05-12,74
2018-05-13,52
2018-05-14,100
2018-05-15,81
2018-05-16,68
2018-05-17,61
2018-05-18,74
2018-05-19,60
2018-05-20,55
2018-05-21,55
2018-05-22,60
2018-05-23,66
2018-05-24,66
2018-05-25,55
2018-05-26,57
2018-05-27,57
2018-05-28,56
2018-05-29,65
2018-05-30,53
2018-05-31,60
