Category: All categories

Day,bitcoin: (Italy)
2017-02-01,50
2017-02-02,61
2017-02-03,68
2017-02-04,75
2017-02-05,63
2017-02-06,69
2017-02-07,71
2017-02-08,63
2017-02-09,54
2017-02-10,56
2017-02-11,67
2017-02-12,56
2017-02-13,44
2017-02-14,67
2017-02-15,43
2017-02-16,44
2017-02-17,51
2017-02-18,60
2017-02-19,47
2017-02-20,59
2017-02-21,50
2017-02-22,63
2017-02-23,68
2017-02-24,100
2017-02-25,61
2017-02-26,82
2017-02-27,58
2017-02-28,70
