Category: All categories

Day,bitcoin: (Italy)
2017-09-01,64
2017-09-02,49
2017-09-03,58
2017-09-04,68
2017-09-05,70
2017-09-06,76
2017-09-07,63
2017-09-08,63
2017-09-09,59
2017-09-10,58
2017-09-11,60
2017-09-12,57
2017-09-13,78
2017-09-14,94
2017-09-15,100
2017-09-16,72
2017-09-17,59
2017-09-18,58
2017-09-19,65
2017-09-20,52
2017-09-21,50
2017-09-22,52
2017-09-23,51
2017-09-24,41
2017-09-25,45
2017-09-26,44
2017-09-27,54
2017-09-28,49
2017-09-29,50
2017-09-30,44
