Category: All categories

Day,bitcoin: (Italy)
2019-06-01,34
2019-06-02,31
2019-06-03,36
2019-06-04,48
2019-06-05,42
2019-06-06,36
2019-06-07,36
2019-06-08,23
2019-06-09,34
2019-06-10,33
2019-06-11,34
2019-06-12,32
2019-06-13,32
2019-06-14,34
2019-06-15,37
2019-06-16,44
2019-06-17,43
2019-06-18,48
2019-06-19,45
2019-06-20,42
2019-06-21,47
2019-06-22,72
2019-06-23,51
2019-06-24,55
2019-06-25,58
2019-06-26,100
2019-06-27,79
2019-06-28,67
2019-06-29,53
2019-06-30,50
