Category: All categories

Day,bitcoin: (Italy)
2015-10-01,50
2015-10-02,37
2015-10-03,53
2015-10-04,17
2015-10-05,53
2015-10-06,45
2015-10-07,40
2015-10-08,37
2015-10-09,49
2015-10-10,49
2015-10-11,25
2015-10-12,34
2015-10-13,35
2015-10-14,31
2015-10-15,41
2015-10-16,44
2015-10-17,59
2015-10-18,56
2015-10-19,54
2015-10-20,63
2015-10-21,55
2015-10-22,54
2015-10-23,78
2015-10-24,77
2015-10-25,100
2015-10-26,62
2015-10-27,43
2015-10-28,41
2015-10-29,67
2015-10-30,67
2015-10-31,83
