Category: All categories

Day,bitcoin: (Italy)
2015-11-01,40
2015-11-02,74
2015-11-03,76
2015-11-04,100
2015-11-05,61
2015-11-06,78
2015-11-07,69
2015-11-08,44
2015-11-09,62
2015-11-10,46
2015-11-11,44
2015-11-12,38
2015-11-13,30
2015-11-14,54
2015-11-15,28
2015-11-16,36
2015-11-17,31
2015-11-18,46
2015-11-19,62
2015-11-20,72
2015-11-21,57
2015-11-22,51
2015-11-23,52
2015-11-24,63
2015-11-25,39
2015-11-26,74
2015-11-27,76
2015-11-28,78
2015-11-29,62
2015-11-30,68
