Category: All categories

Day,bitcoin: (Worldwide)
2017-09-01,64
2017-09-02,62
2017-09-03,54
2017-09-04,67
2017-09-05,65
2017-09-06,56
2017-09-07,53
2017-09-08,58
2017-09-09,48
2017-09-10,49
2017-09-11,54
2017-09-12,52
2017-09-13,73
2017-09-14,92
2017-09-15,100
2017-09-16,63
2017-09-17,49
2017-09-18,60
2017-09-19,56
2017-09-20,49
2017-09-21,48
2017-09-22,45
2017-09-23,39
2017-09-24,36
2017-09-25,41
2017-09-26,41
2017-09-27,46
2017-09-28,43
2017-09-29,42
2017-09-30,40
