Category: All categories

Day,bitcoin: (Italy)
2016-08-01,47
2016-08-02,47
2016-08-03,90
2016-08-04,100
2016-08-05,36
2016-08-06,90
2016-08-07,39
2016-08-08,57
2016-08-09,63
2016-08-10,52
2016-08-11,52
2016-08-12,28
2016-08-13,32
2016-08-14,35
2016-08-15,33
2016-08-16,44
2016-08-17,64
2016-08-18,53
2016-08-19,47
2016-08-20,45
2016-08-21,48
2016-08-22,31
2016-08-23,30
2016-08-24,50
2016-08-25,59
2016-08-26,59
2016-08-27,19
2016-08-28,22
2016-08-29,58
2016-08-30,29
2016-08-31,59
