Category: All categories

Day,bitcoin: (Worldwide)
2021-04-01,56
2021-04-02,52
2021-04-03,48
2021-04-04,47
2021-04-05,49
2021-04-06,48
2021-04-07,48
2021-04-08,45
2021-04-09,42
2021-04-10,48
2021-04-11,48
2021-04-12,48
2021-04-13,66
2021-04-14,73
2021-04-15,62
2021-04-16,66
2021-04-17,56
2021-04-18,100
2021-04-19,78
2021-04-20,69
2021-04-21,56
2021-04-22,67
2021-04-23,100
2021-04-24,72
2021-04-25,65
2021-04-26,69
2021-04-27,60
2021-04-28,55
2021-04-29,52
2021-04-30,49
