Category: All categories

Day,bitcoin: (Italy)
2015-02-01,85
2015-02-02,61
2015-02-03,66
2015-02-04,80
2015-02-05,51
2015-02-06,41
2015-02-07,79
2015-02-08,100
2015-02-09,54
2015-02-10,74
2015-02-11,78
2015-02-12,25
2015-02-13,87
2015-02-14,84
2015-02-15,76
2015-02-16,62
2015-02-17,66
2015-02-18,59
2015-02-19,96
2015-02-20,62
2015-02-21,45
2015-02-22,68
2015-02-23,79
2015-02-24,67
2015-02-25,84
2015-02-26,54
2015-02-27,67
2015-02-28,91
