Category: All categories

Day,bitcoin: (Italy)
2018-08-01,88
2018-08-02,82
2018-08-03,66
2018-08-04,73
2018-08-05,86
2018-08-06,89
2018-08-07,78
2018-08-08,98
2018-08-09,83
2018-08-10,78
2018-08-11,91
2018-08-12,73
2018-08-13,93
2018-08-14,84
2018-08-15,89
2018-08-16,82
2018-08-17,70
2018-08-18,64
2018-08-19,75
2018-08-20,88
2018-08-21,82
2018-08-22,99
2018-08-23,92
2018-08-24,90
2018-08-25,59
2018-08-26,81
2018-08-27,69
2018-08-28,93
2018-08-29,100
2018-08-30,95
2018-08-31,89
