Change,Price,Timestamp
-34.12,26.825988927163458,1689638400
-34.12,27.492581698035735,1689552000
-34.12,27.472666645482423,1689465600
-34.12,26.688449703469438,1689379200
-34.12,25.973364958125554,1689292800
-34.12,21.958198348616985,1689206400
-34.12,22.086870587709722,1689120000
-34.12,21.30121761579326,1689033600
-34.12,21.343309139948005,1688947200
-34.12,21.821903478705686,1688860800
-34.12,21.51869872938125,1688774400
-34.12,19.742443159220336,1688688000
-34.12,18.98979405553717,1688601600
-34.12,19.158114618190893,1688515200
-34.12,19.244986005860664,1688428800
-34.12,19.456025246187977,1688342400
-34.12,18.69178293162459,1688256000
-34.12,18.873652216885453,1688169600
-34.12,17.995987953121855,1688083200
-34.12,15.982188480386903,1687996800
-34.12,16.630671138559162,1687910400
-34.12,16.268721667544835,1687824000
-34.12,16.977781055867673,1687737600
-34.12,16.638827152741264,1687651200
-34.12,17.152371454460962,1687564800
-34.12,16.642363616801745,1687478400
-34.12,17.251463270963548,1687392000
-34.12,16.627345486396365,1687305600
-34.12,16.067125824084066,1687219200
-34.12,15.452054802544843,1687132800
-34.12,15.64709375459788,1687046400
-34.12,15.310688154605439,1686960000
-34.12,14.769392808114016,1686873600
-34.12,14.487335285125662,1686787200
-34.12,15.020708718774086,1686700800
-34.12,15.189962938610078,1686614400
-34.12,15.565200964153401,1686528000
-34.12,15.646135045482358,1686441600
-34.12,17.391628855789108,1686355200
-34.12,18.914198555714645,1686268800
-34.12,18.630184978600354,1686182400
-34.12,20.385586369818792,1686096000
-34.12,20.027664060418488,1686009600
-34.12,21.861037136339256,1685923200
-34.12,21.233965563383727,1685836800
-34.12,21.266718117657856,1685750400
-34.12,20.506934550901224,1685664000
-34.12,20.811496070610993,1685577600
-34.12,21.267243253215273,1685491200
-34.12,20.58718074469413,1685404800
-34.12,20.89773953910981,1685318400
-34.12,20.78657608032627,1685232000
-34.12,19.477049058976714,1685145600
-34.12,19.317030174400298,1685059200
-34.12,19.345859021892664,1684972800
-34.12,20.049288254832902,1684886400
-34.12,19.569897848219224,1684800000
-34.12,19.786267078661623,1684713600
-34.12,20.53318174014313,1684627200
-34.12,20.39912337287024,1684540800
-34.12,20.38104679046706,1684454400
-34.12,21.06243391067114,1684368000
-34.12,20.688853164385623,1684281600
-34.12,21.097337621875837,1684195200
-34.12,21.561872772262493,1684108800
-34.12,21.474459901998394,1684022400
-34.12,20.971076778599404,1683936000
-34.12,20.292216231853526,1683849600
-34.12,20.969684650460795,1683763200
-34.12,20.687168619762005,1683676800
-34.12,20.65739251019267,1683590400
-34.12,21.88257871375575,1683504000
-34.12,22.002089344347773,1683417600
-34.12,22.844446090790395,1683331200
-34.12,21.771435133751037,1683244800
-34.12,22.326846209979536,1683158400
-34.12,22.342365915175918,1683072000
-34.12,22.00777282324158,1682985600
-34.12,22.875273407766514,1682899200
-34.12,23.38305673141809,1682812800
-34.12,23.472191833116543,1682726400
-34.12,22.35909452729881,1682640000
-34.12,21.295811011283995,1682553600
-34.12,21.945351264415095,1682467200
-34.12,21.4484071376358,1682380800
-34.12,21.77589562780564,1682294400
-34.12,21.850797616441728,1682208000
-34.12,21.29803922625042,1682121600
-34.12,22.311459656694343,1682035200
-34.12,22.983279362352246,1681948800
-34.12,24.863239849449393,1681862400
-34.12,24.794371573413702,1681776000
-34.12,25.511237997216078,1681689600
-34.12,24.18176816599973,1681603200
-34.12,24.784799103525714,1681516800
-34.12,24.467356721042396,1681430400
-34.12,23.80686647793075,1681344000
-34.12,23.024023906823995,1681257600
-34.12,20.939736859036405,1681171200
-34.12,20.465257365080408,1681084800
-34.12,20.095632677101143,1680998400
-34.12,20.53758100435274,1680912000
-34.12,20.666811087252487,1680825600
-34.12,21.00112957471115,1680739200
-34.12,20.931836081862293,1680652800
-34.12,20.46350517005542,1680566400
-34.12,20.5460477939902,1680480000
-34.12,21.126054683286778,1680393600
-34.12,21.213696381400624,1680307200
-34.12,20.55622709807223,1680220800
-34.12,21.11227521386298,1680134400
-34.12,20.472076981490055,1680048000
-34.12,19.922327929648105,1679961600
-34.12,20.99804686860535,1679875200
-34.12,20.468526629783955,1679788800
-34.12,20.681623674100674,1679702400
-34.12,22.21834797101785,1679616000
-34.12,21.492460435374348,1679529600
-34.12,22.584787226754695,1679443200
-34.12,22.268482490307402,1679356800
-34.12,21.96937957139906,1679270400
-34.12,21.33800405352864,1679184000
-34.12,21.61581887090343,1679097600
-34.12,19.694509902351257,1679011200
-34.12,19.363140903921213,1678924800
-34.12,20.929993588421365,1678838400
-34.12,20.47616304309279,1678752000
-34.12,20.170748504329516,1678665600
-34.12,18.16941732936146,1678579200
-34.12,18.24615699593881,1678492800
-34.12,17.34770473347137,1678406400
-34.12,18.49481027518631,1678320000
-34.12,20.2199304614368,1678233600
-34.12,20.65888107944658,1678147200
-34.12,20.995825592911096,1678060800
-34.12,21.068356729381364,1677974400
-34.12,21.434371346650995,1677888000
-34.12,22.018406436414427,1677801600
-34.12,22.507157936223354,1677715200
-34.12,21.943360429867344,1677628800
-34.12,22.67469139808739,1677542400
-34.12,23.270447641693874,1677456000
-34.12,22.35513469041558,1677369600
-34.12,23.085367959096963,1677283200
-34.12,23.903411300691936,1677196800
-34.12,24.119622924135456,1677110400
-34.12,24.99550358738888,1677024000
-34.12,26.24058005022186,1676937600
-34.12,24.984288896569236,1676851200
-34.12,23.54432448113439,1676764800
-34.12,23.170589814766068,1676678400
-34.12,22.460581652474858,1676592000
-34.12,23.812627438778982,1676505600
-34.12,21.851945406897098,1676419200
