Change,Price,Timestamp
-34.85,40853.70437694314996473026,1689638400
-34.85,40455.8651455626256382801,1689552000
-34.85,42412.97522283700176387741,1689465600
-34.85,42176.42375376355591599411,1689379200
-34.85,38536.76428438560849777543,1689292800
-34.85,64505.41981041900380260968,1689206400
-34.85,64413.07678867581294877928,1689120000
-34.85,63624.41335513787087055656,1689033600
-34.85,64411.18428344791241549054,1688947200
-34.85,64369.50570664470379593495,1688860800
-34.85,64741.68333811961145719318,1688774400
-34.85,64667.71086608911734892002,1688688000
-34.85,63861.37155316874774365623,1688601600
-34.85,63176.25723454489218462698,1688515200
-34.85,63660.00487704245230043107,1688428800
-34.85,63197.6445978287614274561,1688342400
-34.85,64616.88781731627963204461,1688256000
-34.85,64388.22295167963440689919,1688169600
-34.85,64141.21995210139809960285,1688083200
-34.85,64718.12811865100761734421,1687996800
-34.85,63428.3313912108381029465,1687910400
-34.85,63167.66143677523758419393,1687824000
-34.85,62126.52376521676297690138,1687737600
-34.85,62704.57480070774887384372,1687651200
-34.85,61841.23450103283280091413,1687564800
-34.85,60504.37687541373917903348,1687478400
-34.85,60019.77946741333977811741,1687392000
-34.85,57460.74100682124798555026,1687305600
-34.85,54400.55727937655980770829,1687219200
-34.85,54066.96424253988987987175,1687132800
-34.85,55301.23736465887190564659,1687046400
-34.85,55342.27939254034657317634,1686960000
-34.85,53284.72503493727073299529,1686873600
-34.85,52328.95899705102789038517,1686787200
-34.85,49927.62823191918485017387,1686700800
-34.85,49325.47159105968949069611,1686614400
-34.85,49775.5103731984645504762,1686528000
-34.85,50965.26988082339709288103,1686441600
-34.85,49207.5236200417363790789,1686355200
-34.85,50588.64723916342693453132,1686268800
-34.85,50797.54623495974312163452,1686182400
-34.85,51383.14135578312346861438,1686096000
-34.85,50556.54836987708368500803,1686009600
-34.85,50592.90590957451721291636,1685923200
-34.85,52169.33861236802856602332,1685836800
-34.85,51896.95081659766266992905,1685750400
-34.85,52941.17702378783260078931,1685664000
-34.85,52661.8336505668276082828,1685577600
-34.85,53169.99755838692602693463,1685491200
-34.85,56105.16538466264492073096,1685404800
-34.85,58211.77567487949138399468,1685318400
-34.85,56867.98259280888529814131,1685232000
-34.85,56990.14345872430177527478,1685145600
-34.85,58335.65842971199745093628,1685059200
-34.85,58100.23246734882303325083,1684972800
-34.85,58510.66539151207720983566,1684886400
-34.85,58148.00250499275308424008,1684800000
-34.85,58408.19461360282632362184,1684713600
-34.85,57795.17000716183670613968,1684627200
-34.85,57481.02345385689582200039,1684540800
-34.85,58345.09231165536005234696,1684454400
-34.85,61128.14913967235313738984,1684368000
-34.85,61123.83576928403069548112,1684281600
-34.85,63589.67815430836065263709,1684195200
-34.85,63143.99549467367511128259,1684108800
-34.85,62914.92974856026547760028,1684022400
-34.85,62205.16920115290039296567,1683936000
-34.85,64082.09315166945249864988,1683849600
-34.85,64112.03252772001171227185,1683763200
-34.85,64419.32354574546474330684,1683676800
-34.85,64582.46843555256460733457,1683590400
-34.85,63262.48694764248641669176,1683504000
-34.85,62909.25829675610693270634,1683417600
-34.85,63099.77136278139525136905,1683331200
